location_id,country,province_or_state,city,location_code
l80954,Germany,Berlin,Berlin,Suburban
l80955,United Kingdom,Greater London,London,Suburban
l80956,United Kingdom,West Midlands,Birmingham,Urban
l80957,Germany,Hessen,Frankfurt,Rural
l80958,Canada,Saskatchewan,Regina,Rural
l80959,United Kingdom,Reading,Back Lane,Suburban
l80960,Canada,Alberta,Edmonton,Rural
l80961,Germany,Nordrhein-Westfalen,Dusseldorf,Suburban
l80962,United Kingdom,Greater London,London,Urban
l80963,Germany,Baden-Wurttemberg,Leonberg,Urban
l80964,Canada,British Columbia,Vancouver,Suburban
l80965,United Kingdom,Greater London,London,Rural
l80966,Canada,British Columbia,Dawson Creek,Urban
l80967,Germany,Sachsen,Dresden,Suburban
l80968,United States,Connecticut,Norwalk,Suburban
l80969,Germany,Rheinland-Pfalz,Mainz,Urban
l80970,United States,Colorado,Denver,Rural
l80971,United Kingdom,Buckinghamshire,Milton Keynes,Urban
l80972,Canada,British Columbia,Vancouver,Urban
l80973,Canada,Alberta,Edmonton,Rural
l80974,United Kingdom,Oxfordshire,Oxford,Suburban
l80975,Canada,Quebec,Hull,Rural
l80976,United Kingdom,Greater London,London,Suburban
l80977,United States,Florida,Miami,Suburban
l80978,United Kingdom,Buckinghamshire,Milton Keynes,Urban
l80979,Germany,Bremen,Bremen,Rural
l80980,Germany,Bayern,Landshut,Urban
l80981,Canada,British Columbia,Dawson Creek,Rural
l80982,United Kingdom,Greater London,London,Suburban
l80983,United States,Arizona,Tucson,Rural
l80984,United States,Delaware,Wilmington,Urban
l80985,Canada,Quebec,Montreal,Rural
l80986,United States,Georgia,Atlanta,Urban
l80987,Germany,Bremen,Bremen,Urban
l80988,United Kingdom,Hampshire,Southampton,Rural
l80989,Germany,Baden-Wurttemberg,Mannheim,Urban
l80990,United Kingdom,Greater London,London,Suburban
l80991,Germany,Hessen,Russelsheim,Rural
l80992,United States,Colorado,Denver,Rural
l80993,United States,Colorado,Denver,Suburban
l80994,Canada,British Columbia,Vancouver,Suburban
l80995,United States,Connecticut,Norwalk,Rural
l80996,Germany,Hessen,Frankfurt,Suburban
l80997,United Kingdom,Reading,Back Lane,Suburban
l80998,United States,Colorado,Boulder,Urban
l80999,United Kingdom,Brighton and Hove,Bear Road,Rural
l81000,Germany,Niedersachsen,Hannover,Rural
l81001,United States,Connecticut,Norwalk,Urban
l81002,Canada,Nova Scotia,Halifax,Urban
l81003,United Kingdom,West Midlands,Birmingham,Rural
l81004,Canada,Quebec,Montreal,Rural
l81005,Germany,Bremen,Bremen,Urban
l81006,Canada,New Brunswick,Fredericton,Urban
l81007,United Kingdom,Buckinghamshire,Milton Keynes,Rural
l81008,Germany,Berlin,Berlin,Suburban
l81009,Canada,Ontario,Toronto,Rural
l81010,United States,California,San Clara,Urban
l81011,Canada,Manitoba,Winnipeg,Rural
l81012,Canada,Quebec,Tremblant,Urban
l81013,United Kingdom,Bristol,The Crescent,Urban
l81014,Canada,Saskatchewan,Regina,Rural
l81015,Germany,Hessen,Frankfurt,Rural
l81016,Germany,Bayern,Munchen,Rural
l81017,United Kingdom,Greater London,London,Suburban
l81018,Canada,Saskatchewan,Regina,Urban
l81019,United States,Florida,Miami,Rural
l81020,United States,California,Berkeley,Suburban
l81021,Germany,Berlin,Berlin,Suburban
l81022,Canada,Quebec,Hull,Rural
l81023,United Kingdom,Buckinghamshire,Milton Keynes,Rural
l81024,United Kingdom,Brighton and Hove,Maldon Road,Suburban
l81025,Germany,Nordrhein-Westfalen,Dusseldorf,Rural
l81026,Germany,Berlin,Berlin,Urban
l81027,United Kingdom,Greater London,London,Suburban
l81028,Canada,British Columbia,Vancouver,Rural
l81029,Canada,Quebec,Montreal,Urban
l81030,United States,Georgia,Atlanta,Suburban
l81031,United States,Georgia,Atlanta,Urban
l81032,Germany,Berlin,Berlin,Rural
l81033,United States,Alabama,Birmingham,Rural
l81034,United States,California,San Diego,Urban
l81035,United States,California,San Diego,Suburban
l81036,United Kingdom,Hampshire,Southampton,Urban
l81037,Canada,Quebec,Montreal,Suburban
l81038,United Kingdom,Greater London,London,Urban
l81039,United Kingdom,Greater London,London,Suburban
l81040,Germany,Hessen,Frankfurt,Rural
l81041,United States,Florida,Miami,Urban
l81042,Canada,Nova Scotia,Halifax,Urban
l81043,United States,California,San Clara,Rural
l81044,Germany,Hessen,Frankfurt,Rural
l81045,United Kingdom,Greater London,London,Rural
l81046,United Kingdom,West Midlands,Birmingham,Rural
l81047,United Kingdom,West Midlands,Birmingham,Rural
l81048,Germany,Sachsen,Dresden,Suburban
l81049,Germany,Hessen,Frankfurt,Suburban
l81050,United States,Florida,Miami,Urban
l81051,United States,Colorado,Denver,Rural
l81052,Canada,Quebec,Tremblant,Urban
l81053,United States,California,Pasadena,Suburban
l81054,United States,California,Berkeley,Suburban
l81055,Germany,Nordrhein-Westfalen,Koln,Urban
l81056,United States,Colorado,Denver,Urban
l81057,Germany,Niedersachsen,Hannover,Suburban
l81058,United States,Florida,Miami,Suburban
l81059,United Kingdom,Greater London,London,Suburban
l81060,Germany,Bremen,Bremen,Urban
l81061,United Kingdom,Greater London,London,Rural
l81062,Canada,Yukon,Whitehorse,Suburban
l81063,United Kingdom,Reading,Back Lane,Suburban
l81064,United States,Alaska,Anchorage,Urban
l81065,Canada,Ontario,London,Rural
l81066,Germany,Hessen,Frankfurt,Urban
l81067,Canada,Quebec,Montreal,Urban
l81068,Germany,Berlin,Berlin,Urban
l81069,United States,California,Los Angeles,Rural
l81070,United States,Florida,Miami,Urban
l81071,United Kingdom,Oxfordshire,Oxford,Urban
l81072,United States,Arkansas,Fayetteville,Suburban
l81073,United States,California,San Francisco,Rural
l81074,Canada,Ontario,Thunder Bay,Urban
l81075,United Kingdom,Reading,Robindale Avenue,Suburban
l81076,United Kingdom,Oxfordshire,Oxford,Rural
l81077,United States,California,Oakland,Suburban
l81078,United Kingdom,Greater London,London,Urban
l81079,Canada,Manitoba,Winnipeg,Rural
l81080,United Kingdom,Brighton and Hove,Eley Drive,Rural
l81081,United Kingdom,West Midlands,Birmingham,Rural
l81082,Germany,Bremen,Bremen,Rural
l81083,Germany,Bremen,Bremen,Rural
l81084,Germany,Sachsen,Dresden,Rural
l81085,United States,Colorado,Denver,Suburban
l81086,Canada,Ontario,Toronto,Urban
l81087,Germany,Bayern,Munchen,Suburban
l81088,Germany,Nordrhein-Westfalen,Bonn,Rural
l81089,United States,California,Los Angeles,Rural
l81090,United States,Florida,Miami,Urban
l81091,United Kingdom,Oxfordshire,Oxford,Suburban
l81092,Canada,Ontario,Toronto,Suburban
l81093,United States,California,San Diego,Urban
l81094,United States,Arkansas,Fayetteville,Suburban
l81095,Canada,Ontario,Toronto,Urban
l81096,Germany,Nordrhein-Westfalen,Bonn,Rural
l81097,United States,Florida,Miami,Rural
l81098,United States,Florida,Miami,Suburban
l81099,Germany,Sachsen,Dresden,Suburban
l81100,Germany,Hessen,Frankfurt,Rural
l81101,Germany,Bayern,Landshut,Urban
l81102,United Kingdom,Luton,Carlton Crescent,Suburban
l81103,Germany,Hamburg,Hamburg,Rural
l81104,United Kingdom,West Midlands,Birmingham,Urban
l81105,Canada,British Columbia,Vancouver,Rural
l81106,Germany,Nordrhein-Westfalen,Bonn,Urban
l81107,United States,Florida,Miami,Suburban
l81108,Germany,Nordrhein-Westfalen,Bonn,Urban
l81109,Germany,Berlin,Berlin,Rural
l81110,United States,California,San Francisco,Rural
l81111,Canada,Alberta,Edmonton,Suburban
l81112,United States,Colorado,Boulder,Rural
l81113,United States,Florida,Miami,Rural
l81114,Canada,Ontario,Thunder Bay,Rural
l81115,United States,California,San Francisco,Rural
l81116,Germany,Bayern,Nurnberg,Rural
l81117,Germany,Hamburg,Hamburg,Suburban
l81118,Canada,Saskatchewan,Regina,Rural
l81119,United Kingdom,Nottinghamshire,Nottingham,Urban
l81120,Canada,Quebec,Montreal,Suburban
l81121,United States,Alabama,Birmingham,Suburban
l81122,United States,Arkansas,Fayetteville,Urban
l81123,Canada,Ontario,Toronto,Rural
l81124,Germany,Nordrhein-Westfalen,Dusseldorf,Suburban
l81125,Germany,Hamburg,Hamburg,Urban
l81126,Canada,Quebec,Quebec City,Urban
l81127,Germany,Bayern,Nurnberg,Urban
l81128,Canada,Ontario,Toronto,Urban
l81129,Canada,Ontario,Toronto,Urban
l81130,Germany,Hessen,Frankfurt,Rural
l81131,Canada,Alberta,Edmonton,Rural
l81132,Germany,Bayern,Landshut,Rural
l81133,United Kingdom,Reading,Back Lane,Rural
l81134,Germany,Baden-Wurttemberg,Leonberg,Urban
l81135,United Kingdom,Brighton and Hove,Maldon Road,Rural
l81136,Canada,Ontario,Toronto,Urban
l81137,Canada,Ontario,Sudbury,Suburban
l81138,Canada,Quebec,Montreal,Suburban
l81139,United Kingdom,Greater London,London,Rural
l81140,United States,California,San Diego,Urban
l81141,United Kingdom,Oxfordshire,Oxford,Suburban
l81142,Canada,British Columbia,Victoria,Rural
l81143,United States,Connecticut,Norwalk,Suburban
l81144,United Kingdom,Reading,Mayfield Drive,Rural
l81145,Canada,Quebec,Montreal,Suburban
l81146,Canada,Ontario,Ottawa,Suburban
l81147,Canada,Alberta,Calgary,Suburban
l81148,Germany,Nordrhein-Westfalen,Bonn,Rural
l81149,United Kingdom,Buckinghamshire,Milton Keynes,Suburban
l81150,Canada,Quebec,Quebec City,Urban
l81151,United States,Alaska,Juneau,Urban
l81152,Canada,Ontario,Toronto,Urban
l81153,United Kingdom,Oxfordshire,Oxford,Rural
l81154,Germany,Baden-Wurttemberg,Mannheim,Suburban
l81155,Canada,New Brunswick,Fredericton,Urban
l81156,United Kingdom,West Midlands,Birmingham,Rural
l81157,Germany,Sachsen,Dresden,Rural
l81158,Canada,Alberta,Edmonton,Suburban
l81159,United States,California,San Francisco,Urban
l81160,Germany,Bayern,Landshut,Urban
l81161,Canada,Quebec,Montreal,Urban
l81162,United States,Alaska,Juneau,Rural
l81163,Canada,Alberta,Edmonton,Suburban
l81164,Germany,Sachsen,Dresden,Rural
l81165,Germany,Bremen,Bremen,Suburban
l81166,United Kingdom,West Midlands,Birmingham,Suburban
l81167,United States,California,Los Angeles,Suburban
l81168,Canada,Ontario,Ottawa,Urban
l81169,Canada,Ontario,Sudbury,Rural
l81170,United Kingdom,Oxfordshire,Oxford,Suburban
l81171,Canada,Ontario,Ottawa,Urban
l81172,Germany,Bremen,Bremen,Suburban
l81173,United States,Alaska,Juneau,Urban
l81174,United Kingdom,Reading,Ilkley Road,Rural
l81175,United Kingdom,Oxfordshire,Oxford,Urban
l81176,United Kingdom,Brighton and Hove,Bear Road,Suburban
l81177,Canada,Ontario,Sudbury,Suburban
l81178,Germany,Nordrhein-Westfalen,Dortmund,Suburban
l81179,Germany,Bremen,Bremen,Suburban
l81180,Canada,British Columbia,Vancouver,Urban
l81181,United Kingdom,Greater London,London,Suburban
l81182,Germany,Hamburg,Hamburg,Urban
l81183,United States,Delaware,Wilmington,Urban
l81184,United States,Alaska,Anchorage,Urban
l81185,United States,Florida,Miami,Suburban
l81186,United States,California,San Clara,Rural
l81187,Canada,Saskatchewan,Regina,Suburban
l81188,United States,Florida,Miami,Suburban
l81189,United Kingdom,Greater London,London,Suburban
l81190,United States,Florida,Miami,Urban
l81191,United States,Colorado,Denver,Urban
l81192,United Kingdom,Hampshire,Southampton,Suburban
l81193,United States,Arkansas,Little Rock,Urban
l81194,United States,Arkansas,Fayetteville,Suburban
l81195,United Kingdom,Brighton and Hove,Maldon Road,Rural
l81196,Germany,Hamburg,Hamburg,Suburban
l81197,United States,California,Los Angeles,Suburban
l81198,United States,Colorado,Boulder,Rural
l81199,Germany,Hessen,Frankfurt,Rural
l81200,Germany,Nordrhein-Westfalen,Bonn,Rural
l81201,Germany,Nordrhein-Westfalen,Dortmund,Suburban
l81202,Germany,Hessen,Frankfurt,Suburban
l81203,Canada,Ontario,Ottawa,Suburban
l81204,Germany,Nordrhein-Westfalen,Dusseldorf,Rural
l81205,Canada,Nova Scotia,Halifax,Rural
l81206,United States,California,San Diego,Suburban
l81207,United Kingdom,Reading,Mayfield Drive,Rural
l81208,United States,California,Los Angeles,Rural
l81209,Germany,Berlin,Berlin,Suburban
l81210,Germany,Hessen,Frankfurt,Suburban
l81211,United Kingdom,Greater London,London,Suburban
l81212,United States,Colorado,Denver,Suburban
l81213,Canada,Quebec,Montreal,Urban
l81214,Canada,Quebec,Montreal,Suburban
l81215,Germany,Baden-Wurttemberg,Mannheim,Rural
l81216,United Kingdom,Greater London,London,Rural
l81217,Canada,British Columbia,Dawson Creek,Suburban
l81218,United States,California,Pasadena,Rural
l81219,Germany,Nordrhein-Westfalen,Bonn,Suburban
l81220,Germany,Sachsen,Dresden,Suburban
l81221,United States,Alaska,Anchorage,Suburban
l81222,United States,Colorado,Boulder,Rural
l81223,United States,California,San Francisco,Rural
l81224,Germany,Hessen,Russelsheim,Rural
l81225,Canada,Ontario,Thunder Bay,Urban
l81226,United States,Alaska,Juneau,Urban
l81227,Germany,Hessen,Frankfurt,Rural
l81228,United States,Arkansas,Little Rock,Urban
l81229,United Kingdom,Oxfordshire,Oxford,Rural
l81230,Canada,Ontario,Toronto,Rural
l81231,Canada,Alberta,Edmonton,Suburban
l81232,United Kingdom,Greater London,London,Urban
l81233,Germany,Sachsen,Dresden,Rural
l81234,Canada,British Columbia,Victoria,Suburban
l81235,United Kingdom,Greater London,London,Rural
l81236,United Kingdom,Greater London,London,Rural
l81237,United Kingdom,Greater London,London,Urban
l81238,United States,Connecticut,Hartford,Suburban
l81239,United States,Arizona,Phoenix,Urban
l81240,United Kingdom,Greater London,London,Urban
l81241,United Kingdom,Reading,Ilkley Road,Rural
l81242,Canada,Ontario,Sudbury,Suburban
l81243,Germany,Nordrhein-Westfalen,Bonn,Suburban
l81244,Canada,Ontario,London,Suburban
l81245,Germany,Nordrhein-Westfalen,Koln,Rural
l81246,United Kingdom,Greater London,London,Suburban
l81247,Germany,Sachsen-Anhalt,Magdeburg,Suburban
l81248,United States,Florida,Miami,Suburban
l81249,Germany,Baden-Wurttemberg,Leonberg,Rural
l81250,Canada,British Columbia,Vancouver,Rural
l81251,Germany,Baden-Wurttemberg,Leonberg,Rural
l81252,Germany,Nordrhein-Westfalen,Bonn,Suburban
l81253,United Kingdom,Oxfordshire,Oxford,Suburban
l81254,United Kingdom,Brighton and Hove,Maldon Road,Suburban
l81255,United Kingdom,Greater London,London,Suburban
l81256,United Kingdom,Greater London,London,Suburban
l81257,United Kingdom,Hampshire,Southampton,Urban
l81258,Germany,Bayern,Aachen,Rural
l81259,Canada,Manitoba,Winnipeg,Rural
l81260,Canada,British Columbia,Vancouver,Suburban
l81261,United States,California,San Francisco,Rural
l81262,Germany,Niedersachsen,Hannover,Suburban
l81263,Canada,Quebec,Quebec City,Urban
l81264,Canada,Quebec,Montreal,Suburban
l81265,United Kingdom,Oxfordshire,Oxford,Suburban
l81266,Germany,Bayern,Nurnberg,Urban
l81267,United States,California,San Diego,Suburban
l81268,United Kingdom,Reading,Back Lane,Suburban
l81269,United States,Florida,Miami,Suburban
l81270,United Kingdom,Greater London,London,Suburban
l81271,Canada,New Brunswick,Fredericton,Rural
l81272,United States,California,San Diego,Suburban
l81273,United Kingdom,Oxfordshire,Oxford,Rural
l81274,United States,Connecticut,Norwalk,Urban
l81275,Germany,Hessen,Frankfurt,Urban
l81276,Germany,Nordrhein-Westfalen,Bonn,Suburban
l81277,Canada,Quebec,Montreal,Urban
l81278,United States,Alaska,Anchorage,Rural
l81279,United Kingdom,Hampshire,Southampton,Rural
l81280,United Kingdom,Oxfordshire,Oxford,Suburban
l81281,Germany,Bayern,Nurnberg,Suburban
l81282,United Kingdom,Brighton and Hove,Franklin Street,Rural
l81283,United States,Colorado,Denver,Rural
l81284,Canada,British Columbia,Vancouver,Rural
l81285,United States,Colorado,Denver,Suburban
l81286,Canada,British Columbia,Victoria,Rural
l81287,Germany,Baden-Wurttemberg,Leonberg,Suburban
l81288,United Kingdom,West Midlands,Birmingham,Suburban
l81289,United Kingdom,Oxfordshire,Oxford,Urban
l81290,Germany,Hessen,Frankfurt,Suburban
l81291,Canada,British Columbia,Dawson Creek,Urban
l81292,Canada,Alberta,Edmonton,Rural
l81293,Germany,Baden-Wurttemberg,Mannheim,Suburban
l81294,Canada,New Brunswick,Moncton,Suburban
l81295,Germany,Nordrhein-Westfalen,Dusseldorf,Suburban
l81296,United States,Arizona,Tucson,Rural
l81297,United States,Colorado,Denver,Rural
l81298,Germany,Bayern,Munchen,Rural
l81299,United Kingdom,Brighton and Hove,Eley Drive,Urban
l81300,Germany,Baden-Wurttemberg,Mannheim,Urban
l81301,Canada,Ontario,Toronto,Suburban
l81302,United Kingdom,Greater London,London,Urban
l81303,United Kingdom,Greater London,London,Suburban
l81304,Canada,Quebec,Montreal,Urban
l81305,United Kingdom,Greater London,London,Suburban
l81306,United Kingdom,Greater London,London,Urban
l81307,United Kingdom,West Midlands,Birmingham,Rural
l81308,Canada,Alberta,Edmonton,Rural
l81309,United Kingdom,Greater London,London,Suburban
l81310,United States,Arkansas,Fayetteville,Suburban
l81311,Canada,Quebec,Quebec City,Urban
l81312,Canada,Ontario,Sudbury,Suburban
l81313,Canada,Quebec,Montreal,Suburban
l81314,Germany,Hessen,Russelsheim,Rural
l81315,Canada,Manitoba,Winnipeg,Suburban
l81316,Canada,Ontario,Toronto,Suburban
l81317,United States,Alaska,Juneau,Rural
l81318,United States,California,San Clara,Suburban
l81319,Canada,Ontario,Toronto,Urban
l81320,United States,Alabama,Birmingham,Rural
l81321,Germany,Nordrhein-Westfalen,Dortmund,Rural
l81322,United Kingdom,Reading,Mayfield Drive,Rural
l81323,Germany,Bayern,Munchen,Suburban
l81324,Germany,Rheinland-Pfalz,Mainz,Suburban
l81325,United States,Alaska,Juneau,Rural
l81326,Canada,Nova Scotia,Halifax,Suburban
l81327,Canada,Ontario,Toronto,Urban
l81328,United Kingdom,Greater London,London,Suburban
l81329,Germany,Mecklenburg-Vorpommern,Solingen,Suburban
l81330,Canada,British Columbia,Dawson Creek,Suburban
l81331,United Kingdom,Brighton and Hove,Bear Road,Urban
l81332,United States,Arkansas,Fayetteville,Suburban
l81333,United States,California,San Francisco,Suburban
l81334,Canada,Ontario,Toronto,Urban
l81335,United Kingdom,Shropshire,Telford,Rural
l81336,Canada,Ontario,London,Suburban
l81337,United Kingdom,Greater London,London,Rural
l81338,United States,California,San Diego,Rural
l81339,Germany,Nordrhein-Westfalen,Bonn,Rural
l81340,Germany,Bayern,Landshut,Urban
l81341,United Kingdom,Reading,Ilkley Road,Rural
l81342,United Kingdom,Greater London,London,Suburban
l81343,Canada,Ontario,Thunder Bay,Rural
l81344,Germany,Sachsen,Dresden,Suburban
l81345,Germany,Bremen,Bremen,Suburban
l81346,United Kingdom,Nottinghamshire,Nottingham,Rural
l81347,Germany,Nordrhein-Westfalen,Dortmund,Rural
l81348,United States,California,San Francisco,Rural
l81349,United Kingdom,Greater London,London,Suburban
l81350,United States,California,Los Angeles,Urban
l81351,United Kingdom,Oxfordshire,Oxford,Suburban
l81352,Germany,Bayern,Munchen,Rural
l81353,Germany,Baden-Wurttemberg,Karlsruhe,Suburban
l81354,United States,California,San Francisco,Rural
l81355,United States,Delaware,Wilmington,Rural
l81356,United States,California,San Francisco,Suburban
l81357,United States,Colorado,Denver,Rural
l81358,United Kingdom,Brighton and Hove,Bear Road,Suburban
l81359,Canada,British Columbia,West Vancouver,Suburban
l81360,Germany,Nordrhein-Westfalen,Bonn,Rural
l81361,United States,California,San Diego,Rural
l81362,Germany,Mecklenburg-Vorpommern,Solingen,Rural
l81363,United States,Colorado,Denver,Suburban
l81364,Germany,Hessen,Frankfurt,Rural
l81365,Canada,Alberta,Edmonton,Suburban
l81366,United States,California,Los Angeles,Rural
l81367,Canada,Ontario,Toronto,Urban
l81368,United Kingdom,Greater London,London,Suburban
l81369,United Kingdom,Buckinghamshire,Milton Keynes,Urban
l81370,Canada,Saskatchewan,Regina,Urban
l81371,Germany,Bremen,Bremen,Suburban
l81372,United Kingdom,Greater London,London,Rural
l81373,United States,California,Los Angeles,Urban
l81374,Germany,Berlin,Berlin,Rural
l81375,United States,Florida,Miami,Rural
l81376,Canada,Quebec,Montreal,Rural
l81377,Germany,Rheinland-Pfalz,Mainz,Suburban
l81378,United States,Delaware,Wilmington,Suburban
l81379,Canada,Ontario,Toronto,Rural
l81380,United States,Arizona,Phoenix,Suburban
l81381,United Kingdom,West Midlands,Birmingham,Urban
l81382,Canada,Alberta,Edmonton,Suburban
l81383,Canada,Yukon,Whitehorse,Suburban
l81384,Canada,British Columbia,Vancouver,Suburban
l81385,Canada,Ontario,Toronto,Rural
l81386,United States,Colorado,Denver,Suburban
l81387,United Kingdom,Brighton and Hove,Eley Drive,Suburban
l81388,United Kingdom,Oxfordshire,Oxford,Suburban
l81389,United States,Arkansas,Fayetteville,Urban
l81390,United Kingdom,Greater London,London,Suburban
l81391,United States,Alaska,Anchorage,Suburban
l81392,United States,Florida,Miami,Suburban
l81393,United States,Delaware,Wilmington,Rural
l81394,United States,California,Berkeley,Rural
l81395,United Kingdom,Greater London,London,Urban
l81396,United States,Colorado,Denver,Rural
l81397,Germany,Sachsen,Dresden,Urban
l81398,Germany,Nordrhein-Westfalen,Dusseldorf,Rural
l81399,Germany,Hessen,Frankfurt,Rural
l81400,United Kingdom,Greater London,London,Rural
l81401,Germany,Niedersachsen,Hannover,Rural
l81402,Germany,Mecklenburg-Vorpommern,Solingen,Urban
l81403,United Kingdom,Greater London,London,Rural
l81404,United States,Colorado,Colorado Springs,Rural
l81405,United States,Arkansas,Fayetteville,Urban
l81406,Germany,Nordrhein-Westfalen,Arnsberg,Suburban
l81407,United States,Georgia,Atlanta,Suburban
l81408,Canada,Quebec,Montreal,Urban
l81409,United States,California,Los Angeles,Urban
l81410,United States,Florida,Miami,Urban
l81411,Canada,Nova Scotia,Halifax,Rural
l81412,Canada,Ontario,Toronto,Urban
l81413,Canada,Quebec,Montreal,Urban
l81414,United Kingdom,Greater London,London,Suburban
l81415,Canada,Saskatchewan,Regina,Suburban
l81416,United Kingdom,Greater London,London,Urban
l81417,United States,Arkansas,Fayetteville,Urban
l81418,Germany,Baden-Wurttemberg,Leonberg,Rural
l81419,United States,Connecticut,Norwalk,Rural
l81420,Germany,Bremen,Bremen,Urban
l81421,Canada,New Brunswick,Fredericton,Suburban
l81422,United Kingdom,Oxfordshire,Oxford,Urban
l81423,United Kingdom,Greater London,London,Rural
l81424,United States,California,Berkeley,Rural
l81425,United Kingdom,Greater London,London,Rural
l81426,United Kingdom,Greater London,London,Urban
l81427,United Kingdom,Greater London,London,Rural
l81428,Canada,Prince Edward Island,Charlottetown,Rural
l81429,Germany,Bremen,Bremen,Suburban
l81430,United Kingdom,Greater London,London,Suburban
l81431,United Kingdom,Oxfordshire,Oxford,Suburban
l81432,Canada,Quebec,Tremblant,Rural
l81433,United States,California,San Francisco,Rural
l81434,United States,Florida,Miami,Suburban
l81435,Canada,New Brunswick,Fredericton,Urban
l81436,Germany,Bayern,Munchen,Rural
l81437,United States,Alabama,Birmingham,Urban
l81438,Germany,Bayern,Landshut,Suburban
l81439,Germany,Hessen,Frankfurt,Suburban
l81440,United States,Florida,Miami,Urban
l81441,Germany,Nordrhein-Westfalen,Dusseldorf,Rural
l81442,Germany,Hamburg,Hamburg,Suburban
l81443,United States,Arizona,Phoenix,Rural
l81444,United States,Arizona,Phoenix,Urban
l81445,Germany,Sachsen-Anhalt,Magdeburg,Suburban
l81446,Canada,Ontario,Ottawa,Rural
l81447,Germany,Bayern,Aachen,Urban
l81448,United Kingdom,Buckinghamshire,Milton Keynes,Rural
l81449,Canada,Alberta,Edmonton,Rural
l81450,Canada,Ontario,Toronto,Suburban
l81451,United States,Colorado,Denver,Urban
l81452,United States,Florida,Miami,Urban
l81453,Germany,Nordrhein-Westfalen,Bonn,Suburban
l81454,Germany,Nordrhein-Westfalen,Bonn,Rural
l81455,Germany,Bayern,Landshut,Suburban
l81456,United States,Georgia,Atlanta,Rural
l81457,United States,Florida,Miami,Rural
l81458,Germany,Hessen,Frankfurt,Suburban
l81459,United Kingdom,Reading,Back Lane,Suburban
l81460,Germany,Hessen,Frankfurt,Suburban
l81461,Canada,Manitoba,Winnipeg,Urban
l81462,Canada,Saskatchewan,Regina,Suburban
l81463,United Kingdom,Greater London,London,Rural
l81464,United Kingdom,Brighton and Hove,Maldon Road,Rural
l81465,United Kingdom,Greater London,London,Rural
l81466,United Kingdom,Oxfordshire,Oxford,Rural
l81467,United Kingdom,Buckinghamshire,Milton Keynes,Rural
l81468,Germany,Bayern,Munchen,Urban
l81469,United States,California,Los Angeles,Suburban
l81470,United States,Florida,Miami,Rural
l81471,Canada,New Brunswick,Fredericton,Urban
l81472,United Kingdom,West Midlands,Birmingham,Urban
l81473,United States,Florida,Miami,Suburban
l81474,United Kingdom,Buckinghamshire,Milton Keynes,Suburban
l81475,United Kingdom,Reading,Ilkley Road,Urban
l81476,Canada,New Brunswick,Fredericton,Rural
l81477,Canada,Nova Scotia,Halifax,Suburban
l81478,Germany,Hamburg,Hamburg,Urban
l81479,Canada,New Brunswick,Moncton,Rural
l81480,Canada,Quebec,Montreal,Suburban
l81481,United Kingdom,West Midlands,Birmingham,Urban
l81482,United States,Colorado,Boulder,Urban
l81483,United Kingdom,Reading,Ilkley Road,Urban
l81484,Canada,Saskatchewan,Regina,Suburban
l81485,Canada,British Columbia,Vancouver,Suburban
l81486,Germany,Bremen,Bremen,Suburban
l81487,Germany,Hessen,Frankfurt,Urban
l81488,United States,Arkansas,Fayetteville,Suburban
l81489,Germany,Bayern,Munchen,Urban
l81490,Germany,Bayern,Nurnberg,Rural
l81491,United Kingdom,Greater London,London,Suburban
l81492,United States,Arkansas,Fayetteville,Suburban
l81493,Canada,British Columbia,Vancouver,Rural
l81494,Canada,Ontario,Toronto,Rural
l81495,Canada,Ontario,Trenton,Urban
l81496,United Kingdom,Greater London,London,Suburban
l81497,United Kingdom,Bristol,The Crescent,Urban
l81498,United Kingdom,Hampshire,Southampton,Urban
l81499,United Kingdom,Hampshire,Southampton,Urban
l81500,Canada,Yukon,Whitehorse,Rural
l81501,Germany,Berlin,Berlin,Suburban
l81502,United States,California,Los Angeles,Rural
l81503,Germany,Sachsen,Dresden,Suburban
l81504,United Kingdom,Oxfordshire,Oxford,Urban
l81505,Canada,Ontario,Toronto,Urban
l81506,United States,Alaska,Anchorage,Urban
l81507,United Kingdom,Brighton and Hove,Eley Drive,Rural
l81508,United States,Florida,Miami,Urban
l81509,Canada,Ontario,Toronto,Urban
l81510,United States,Colorado,Denver,Urban
l81511,United Kingdom,Oxfordshire,Oxford,Rural
l81512,United States,Connecticut,Norwalk,Urban
l81513,United Kingdom,Greater London,London,Rural
l81514,United Kingdom,Nottinghamshire,Nottingham,Urban
l81515,Germany,Nordrhein-Westfalen,Dusseldorf,Urban
l81516,United States,California,San Francisco,Urban
l81517,United Kingdom,West Midlands,Birmingham,Urban
l81518,United States,Colorado,Boulder,Rural
l81519,Canada,Quebec,Quebec City,Urban
l81520,United States,California,Los Angeles,Rural
l81521,United Kingdom,Buckinghamshire,Milton Keynes,Suburban
l81522,United Kingdom,Reading,Ilkley Road,Rural
l81523,United Kingdom,Bristol,Lower Cheltenham Place,Suburban
l81524,Canada,Nova Scotia,Halifax,Suburban
l81525,United Kingdom,Brighton and Hove,Maldon Road,Rural
l81526,Canada,Quebec,Montreal,Rural
l81527,United Kingdom,Luton,Carlton Crescent,Suburban
l81528,United States,Arkansas,Fayetteville,Suburban
l81529,United States,California,San Francisco,Suburban
l81530,United States,Florida,Miami,Urban
l81531,Canada,Ontario,Toronto,Rural
