profile_id,month_as_member,education,marital_status
cp72765,43,Bachelor,Married
cp72766,59,Bachelor,Married
cp72767,61,Bachelor,Single
cp72768,31,Bachelor,Married
cp72769,63,Bachelor,Married
cp72770,58,Bachelor,Married
cp72771,39,College,Single
cp72772,58,High School or Below,Married
cp72773,32,College,Divorced
cp72774,55,College,Single
cp72775,70,Bachelor,Single
cp72776,43,College,Single
cp72777,64,Master,Divorced
cp72778,62,College,Married
cp72779,52,Bachelor,Married
cp72780,56,High School or Below,Married
cp72781,58,Bachelor,Married
cp72782,66,Bachelor,Married
cp72783,62,Bachelor,Married
cp72784,54,Bachelor,Married
cp72785,51,College,Divorced
cp72786,52,Bachelor,Married
cp72787,42,Master,Married
cp72788,53,Doctor,Married
cp72789,55,Doctor,Married
cp72790,47,Bachelor,Married
cp72791,53,Master,Married
cp72792,37,College,Married
cp72793,66,Bachelor,Married
cp72794,37,Bachelor,Married
cp72795,36,Bachelor,Married
cp72796,62,College,Married
cp72797,54,Bachelor,Single
cp72798,58,College,Single
cp72799,53,College,Married
cp72800,59,Bachelor,Married
cp72801,38,College,Married
cp72802,43,College,Single
cp72803,56,Bachelor,Single
cp72804,33,Bachelor,Married
cp72805,65,College,Married
cp72806,43,Bachelor,Married
cp72807,31,Bachelor,Married
cp72808,68,Bachelor,Married
cp72809,40,College,Married
cp72810,36,Bachelor,Married
cp72811,46,Doctor,Married
cp72812,30,College,Single
cp72813,33,Bachelor,Single
cp72814,61,College,Single
cp72815,41,Bachelor,Single
cp72816,51,College,Single
cp72817,38,Bachelor,Divorced
cp72818,48,Bachelor,Single
cp72819,30,Bachelor,Married
cp72820,59,Bachelor,Divorced
cp72821,68,Bachelor,Divorced
cp72822,61,Bachelor,Single
cp72823,37,Bachelor,Married
cp72824,41,College,Single
cp72825,53,Bachelor,Married
cp72826,67,Bachelor,Married
cp72827,69,College,Divorced
cp72828,44,Master,Married
cp72829,45,College,Single
cp72830,29,Bachelor,Married
cp72831,66,Bachelor,Single
cp72832,47,Bachelor,Married
cp72833,55,Bachelor,Married
cp72834,51,College,Single
cp72835,38,Bachelor,Married
cp72836,53,College,Married
cp72837,60,Doctor,Divorced
cp72838,64,College,Single
cp72839,69,Bachelor,Married
cp72840,38,Bachelor,Married
cp72841,56,Bachelor,Married
cp72842,40,Master,Married
cp72843,52,High School or Below,Married
cp72844,57,College,Single
cp72845,63,Bachelor,Divorced
cp72846,43,Bachelor,Divorced
cp72847,54,Bachelor,Divorced
cp72848,66,Bachelor,Single
cp72849,45,Bachelor,Married
cp72850,48,College,Single
cp72851,51,Bachelor,Single
cp72852,61,Bachelor,Married
cp72853,30,Bachelor,Divorced
cp72854,54,Bachelor,Married
cp72855,68,Doctor,Single
cp72856,58,High School or Below,Single
cp72857,65,College,Single
cp72858,54,Bachelor,Divorced
cp72859,48,Bachelor,Single
cp72860,48,Bachelor,Single
cp72861,39,Doctor,Divorced
cp72862,30,College,Single
cp72863,52,Bachelor,Married
cp72864,60,Bachelor,Married
cp72865,70,Bachelor,Married
cp72866,50,College,Single
cp72867,33,Bachelor,Married
cp72868,31,Master,Married
cp72869,62,Master,Divorced
cp72870,67,Bachelor,Divorced
cp72871,58,Bachelor,Married
cp72872,69,Bachelor,Married
cp72873,47,Bachelor,Married
cp72874,67,Bachelor,Single
cp72875,57,Bachelor,Married
cp72876,68,Bachelor,Married
cp72877,60,Bachelor,Married
cp72878,35,College,Single
cp72879,65,Bachelor,Married
cp72880,57,College,Single
cp72881,58,High School or Below,Married
cp72882,40,Bachelor,Single
cp72883,59,Bachelor,Married
cp72884,45,Master,Divorced
cp72885,69,Master,Married
cp72886,57,High School or Below,Married
cp72887,39,College,Married
cp72888,57,Bachelor,Married
cp72889,67,Bachelor,Divorced
cp72890,62,College,Single
cp72891,37,College,Divorced
cp72892,66,Bachelor,Single
cp72893,45,Bachelor,Married
cp72894,60,College,Single
cp72895,54,Bachelor,Married
cp72896,28,College,Single
cp72897,61,High School or Below,Married
cp72898,47,Master,Married
cp72899,56,College,Married
cp72900,39,Bachelor,Married
cp72901,31,Bachelor,Married
cp72902,58,Bachelor,Married
cp72903,57,Bachelor,Single
cp72904,60,Master,Single
cp72905,33,College,Divorced
cp72906,37,Bachelor,Single
cp72907,50,Bachelor,Married
cp72908,50,High School or Below,Single
cp72909,51,College,Single
cp72910,61,Bachelor,Married
cp72911,60,Bachelor,Married
cp72912,59,Bachelor,Married
cp72913,33,Bachelor,Single
cp72914,67,Bachelor,Single
cp72915,42,Bachelor,Divorced
cp72916,48,Bachelor,Married
cp72917,55,Master,Married
cp72918,65,Bachelor,Divorced
cp72919,61,Bachelor,Married
cp72920,54,Bachelor,Married
cp72921,55,Bachelor,Married
cp72922,65,Bachelor,Married
cp72923,66,Bachelor,Married
cp72924,68,Bachelor,Divorced
cp72925,56,Bachelor,Married
cp72926,59,College,Married
cp72927,51,Bachelor,Single
cp72928,49,Bachelor,Married
cp72929,59,High School or Below,Married
cp72930,63,Bachelor,Married
cp72931,51,College,Single
cp72932,42,Doctor,Married
cp72933,63,Bachelor,Married
cp72934,69,Master,Single
cp72935,36,College,Married
cp72936,39,Master,Married
cp72937,58,High School or Below,Single
cp72938,66,Bachelor,Married
cp72939,27,Bachelor,Married
cp72940,62,Bachelor,Married
cp72941,40,Bachelor,Married
cp72942,56,Bachelor,Single
cp72943,51,Bachelor,Married
cp72944,63,Bachelor,Married
cp72945,32,Bachelor,Divorced
cp72946,48,College,Single
cp72947,53,Bachelor,Married
cp72948,49,Bachelor,Married
cp72949,41,College,Single
cp72950,60,Bachelor,Married
cp72951,59,High School or Below,Married
cp72952,41,Bachelor,Divorced
cp72953,54,Bachelor,Single
cp72954,54,College,Single
cp72955,45,College,Single
cp72956,48,College,Married
cp72957,55,Bachelor,Single
cp72958,53,Bachelor,Divorced
cp72959,42,Bachelor,Married
cp72960,50,Bachelor,Married
cp72961,33,College,Single
cp72962,32,Bachelor,Married
cp72963,65,Bachelor,Married
cp72964,46,College,Single
cp72965,45,Bachelor,Divorced
cp72966,54,Bachelor,Single
cp72967,67,High School or Below,Married
cp72968,45,Bachelor,Married
cp72969,62,College,Single
cp72970,55,College,Single
cp72971,68,Bachelor,Single
cp72972,47,College,Single
cp72973,68,Bachelor,Married
cp72974,40,Bachelor,Divorced
cp72975,29,Bachelor,Married
cp72976,41,Bachelor,Married
cp72977,41,College,Divorced
cp72978,62,Doctor,Married
cp72979,44,Doctor,Divorced
cp72980,37,College,Married
cp72981,62,College,Single
cp72982,61,Bachelor,Single
cp72983,52,Bachelor,Married
cp72984,44,Bachelor,Divorced
cp72985,48,High School or Below,Married
cp72986,40,Bachelor,Single
cp72987,50,Bachelor,Married
cp72988,55,Master,Married
cp72989,38,Bachelor,Divorced
cp72990,58,Master,Divorced
cp72991,45,Bachelor,Married
cp72992,59,Bachelor,Married
cp72993,37,Bachelor,Single
cp72994,39,College,Single
cp72995,46,College,Married
cp72996,50,Bachelor,Married
cp72997,56,College,Single
cp72998,45,Bachelor,Single
cp72999,51,Doctor,Married
cp73000,56,High School or Below,Divorced
cp73001,54,Master,Single
cp73002,46,Bachelor,Married
cp73003,68,Bachelor,Married
cp73004,60,Bachelor,Married
cp73005,56,College,Single
cp73006,32,Bachelor,Married
cp73007,42,Bachelor,Divorced
cp73008,65,Bachelor,Married
cp73009,34,College,Single
cp73010,50,College,Single
cp73011,64,College,Married
cp73012,63,Bachelor,Married
cp73013,50,Bachelor,Single
cp73014,53,Bachelor,Married
cp73015,67,College,Married
cp73016,43,Master,Divorced
cp73017,62,College,Single
cp73018,46,College,Married
cp73019,57,Bachelor,Divorced
cp73020,56,Bachelor,Married
cp73021,57,College,Single
cp73022,51,Bachelor,Married
cp73023,28,Bachelor,Married
cp73024,50,College,Married
cp73025,36,Bachelor,Married
cp73026,51,Doctor,Single
cp73027,66,Bachelor,Married
cp73028,30,Bachelor,Married
cp73029,58,Bachelor,Married
cp73030,49,Master,Divorced
cp73031,60,College,Single
cp73032,68,College,Single
cp73033,60,Bachelor,Married
cp73034,59,Bachelor,Married
cp73035,53,High School or Below,Single
cp73036,67,Bachelor,Married
cp73037,50,College,Single
cp73038,29,College,Single
cp73039,70,College,Single
cp73040,55,College,Single
cp73041,55,Bachelor,Married
cp73042,29,Bachelor,Married
cp73043,63,Bachelor,Married
cp73044,65,Bachelor,Married
cp73045,40,Bachelor,Married
cp73046,34,College,Married
cp73047,55,Bachelor,Married
cp73048,28,Doctor,Married
cp73049,66,Bachelor,Single
cp73050,64,Bachelor,Married
cp73051,50,High School or Below,Married
cp73052,69,Bachelor,Divorced
cp73053,66,Bachelor,Married
cp73054,63,Bachelor,Single
cp73055,66,Bachelor,Single
cp73056,56,High School or Below,Divorced
cp73057,32,College,Single
cp73058,48,Bachelor,Married
cp73059,58,Bachelor,Married
cp73060,25,High School or Below,Married
cp73061,63,Bachelor,Divorced
cp73062,54,Bachelor,Married
cp73063,42,Bachelor,Married
cp73064,48,College,Married
cp73065,67,College,Single
cp73066,37,Doctor,Married
cp73067,61,Bachelor,Divorced
cp73068,40,Bachelor,Single
cp73069,37,Bachelor,Single
cp73070,54,Bachelor,Married
cp73071,66,College,Married
cp73072,47,Bachelor,Married
cp73073,36,Bachelor,Married
cp73074,31,Bachelor,Single
cp73075,43,College,Single
cp73076,42,Bachelor,Single
cp73077,42,College,Single
cp73078,69,Bachelor,Married
cp73079,63,High School or Below,Married
cp73080,60,Bachelor,Married
cp73081,66,College,Single
cp73082,60,Bachelor,Married
cp73083,67,Bachelor,Married
cp73084,48,Bachelor,Married
cp73085,63,Bachelor,Married
cp73086,61,Doctor,Married
cp73087,49,College,Single
cp73088,45,Bachelor,Married
cp73089,64,College,Single
cp73090,52,College,Single
cp73091,45,Bachelor,Married
cp73092,38,Bachelor,Married
cp73093,50,Bachelor,Married
cp73094,39,College,Married
cp73095,56,Bachelor,Married
cp73096,53,College,Married
cp73097,45,College,Married
cp73098,56,Bachelor,Divorced
cp73099,61,Bachelor,Single
cp73100,57,Bachelor,Married
cp73101,59,Bachelor,Married
cp73102,68,Bachelor,Married
cp73103,53,Bachelor,Married
cp73104,68,Bachelor,Single
cp73105,48,Bachelor,Married
cp73106,28,Bachelor,Single
cp73107,61,Bachelor,Married
cp73108,52,College,Single
cp73109,49,Bachelor,Single
cp73110,56,Bachelor,Married
cp73111,50,College,Single
cp73112,45,Bachelor,Married
cp73113,70,Bachelor,Married
cp73114,55,Bachelor,Married
cp73115,61,Bachelor,Married
cp73116,50,College,Single
cp73117,60,Bachelor,Divorced
cp73118,60,Bachelor,Married
cp73119,58,Bachelor,Married
cp73120,54,Bachelor,Single
cp73121,53,Bachelor,Married
cp73122,34,Bachelor,Married
cp73123,70,Bachelor,Married
cp73124,47,College,Married
cp73125,59,High School or Below,Married
cp73126,55,Bachelor,Married
cp73127,61,Bachelor,Married
cp73128,65,Bachelor,Married
cp73129,64,Bachelor,Married
cp73130,38,Bachelor,Divorced
cp73131,60,Doctor,Single
cp73132,66,Bachelor,Divorced
cp73133,60,Bachelor,Married
cp73134,46,Bachelor,Married
cp73135,37,Bachelor,Married
cp73136,48,Bachelor,Divorced
cp73137,50,Master,Divorced
cp73138,58,Bachelor,Married
cp73139,30,Bachelor,Single
cp73140,55,Bachelor,Single
cp73141,53,Bachelor,Single
cp73142,50,Bachelor,Single
cp73143,40,Bachelor,Divorced
cp73144,58,Bachelor,Married
cp73145,26,College,Single
cp73146,70,Bachelor,Divorced
cp73147,33,Bachelor,Married
cp73148,51,College,Single
cp73149,57,Bachelor,Married
cp73150,40,College,Married
cp73151,53,Bachelor,Married
cp73152,44,College,Single
cp73153,50,Bachelor,Divorced
cp73154,63,College,Single
cp73155,56,College,Married
cp73156,48,Bachelor,Married
cp73157,33,High School or Below,Single
cp73158,37,Bachelor,Married
cp73159,61,Bachelor,Married
cp73160,28,College,Divorced
cp73161,66,College,Single
cp73162,54,Bachelor,Married
cp73163,40,Bachelor,Divorced
cp73164,44,College,Single
cp73165,58,Bachelor,Married
cp73166,43,Bachelor,Married
cp73167,60,Bachelor,Married
cp73168,48,Bachelor,Married
cp73169,67,Doctor,Married
cp73170,53,Bachelor,Married
cp73171,63,College,Single
cp73172,42,High School or Below,Married
cp73173,25,Bachelor,Married
cp73174,64,College,Single
cp73175,66,Master,Divorced
cp73176,54,Bachelor,Married
cp73177,48,Bachelor,Divorced
cp73178,57,Master,Divorced
cp73179,45,Bachelor,Married
cp73180,65,Doctor,Single
cp73181,66,Bachelor,Single
cp73182,43,College,Single
cp73183,61,Bachelor,Single
cp73184,55,Bachelor,Divorced
cp73185,33,Bachelor,Single
cp73186,34,College,Single
cp73187,39,Bachelor,Married
cp73188,57,Bachelor,Married
cp73189,65,Bachelor,Married
cp73190,51,Bachelor,Married
cp73191,35,College,Married
cp73192,49,Bachelor,Married
cp73193,54,College,Divorced
cp73194,44,Doctor,Married
cp73195,48,Bachelor,Married
cp73196,61,Doctor,Married
cp73197,55,Bachelor,Married
cp73198,53,Bachelor,Divorced
cp73199,52,High School or Below,Married
cp73200,70,College,Single
cp73201,60,Bachelor,Married
cp73202,51,High School or Below,Married
cp73203,43,Bachelor,Divorced
cp73204,47,College,Married
cp73205,32,Doctor,Married
cp73206,52,Bachelor,Married
cp73207,44,College,Married
cp73208,66,Bachelor,Married
cp73209,48,College,Married
cp73210,49,Bachelor,Married
cp73211,51,Bachelor,Married
cp73212,51,Bachelor,Married
cp73213,28,Bachelor,Single
cp73214,33,College,Married
cp73215,58,Bachelor,Single
cp73216,56,Bachelor,Single
cp73217,63,College,Divorced
cp73218,31,College,Single
cp73219,40,Bachelor,Married
cp73220,62,Master,Single
cp73221,54,Master,Divorced
cp73222,65,Bachelor,Married
cp73223,60,Bachelor,Married
cp73224,31,Bachelor,Single
cp73225,37,Bachelor,Married
cp73226,59,College,Married
cp73227,55,Bachelor,Single
cp73228,56,Bachelor,Single
cp73229,58,Bachelor,Married
cp73230,46,Bachelor,Married
cp73231,32,Bachelor,Single
cp73232,60,College,Single
cp73233,35,College,Single
cp73234,61,Master,Divorced
cp73235,57,Master,Divorced
cp73236,49,Bachelor,Married
cp73237,52,College,Single
cp73238,56,Bachelor,Single
cp73239,47,Doctor,Divorced
cp73240,59,Bachelor,Married
cp73241,44,Bachelor,Married
cp73242,29,College,Divorced
cp73243,53,Bachelor,Single
cp73244,56,High School or Below,Married
cp73245,28,Bachelor,Divorced
cp73246,46,Bachelor,Married
cp73247,61,Bachelor,Married
cp73248,60,High School or Below,Married
cp73249,31,Bachelor,Married
cp73250,69,High School or Below,Married
cp73251,40,Bachelor,Married
cp73252,61,Bachelor,Married
cp73253,40,Bachelor,Single
cp73254,63,Bachelor,Single
cp73255,56,College,Divorced
cp73256,61,Bachelor,Married
cp73257,47,College,Single
cp73258,29,College,Married
cp73259,69,Bachelor,Married
cp73260,64,Bachelor,Divorced
cp73261,69,Bachelor,Married
cp73262,61,High School or Below,Married
cp73263,37,College,Married
cp73264,40,Bachelor,Married
cp73265,45,Bachelor,Married
cp73266,61,Bachelor,Divorced
cp73267,53,Bachelor,Single
cp73268,67,Bachelor,Single
cp73269,42,Bachelor,Married
cp73270,54,Bachelor,Married
cp73271,59,Bachelor,Divorced
cp73272,56,College,Married
cp73273,47,Bachelor,Married
cp73274,64,College,Divorced
cp73275,46,Bachelor,Married
cp73276,49,College,Single
cp73277,51,Bachelor,Married
cp73278,57,High School or Below,Married
cp73279,65,Bachelor,Married
cp73280,49,Bachelor,Single
cp73281,53,Bachelor,Single
cp73282,56,Bachelor,Single
cp73283,69,Bachelor,Married
cp73284,53,College,Single
cp73285,51,College,Single
cp73286,34,Bachelor,Married
cp73287,57,Bachelor,Single
cp73288,66,Bachelor,Single
cp73289,60,High School or Below,Single
cp73290,61,Bachelor,Married
cp73291,52,Bachelor,Married
cp73292,64,High School or Below,Married
cp73293,42,Bachelor,Single
cp73294,49,Master,Divorced
cp73295,48,Bachelor,Divorced
cp73296,63,College,Single
cp73297,49,College,Married
cp73298,61,Bachelor,Single
cp73299,51,Bachelor,Divorced
cp73300,62,College,Single
cp73301,28,Bachelor,Married
cp73302,30,Bachelor,Married
cp73303,46,Bachelor,Married
cp73304,68,Bachelor,Married
cp73305,39,Bachelor,Married
cp73306,51,Bachelor,Married
cp73307,50,High School or Below,Married
cp73308,42,Bachelor,Divorced
cp73309,63,College,Single
cp73310,39,College,Divorced
cp73311,54,College,Single
cp73312,69,Bachelor,Married
cp73313,52,Bachelor,Divorced
cp73314,45,Bachelor,Married
cp73315,58,College,Single
cp73316,58,College,Married
cp73317,50,College,Single
cp73318,33,Bachelor,Married
cp73319,47,Bachelor,Married
cp73320,58,Bachelor,Married
cp73321,36,Bachelor,Single
cp73322,57,Bachelor,Married
cp73323,64,Bachelor,Married
cp73324,44,College,Married
cp73325,34,Master,Single
cp73326,37,Bachelor,Divorced
cp73327,56,Bachelor,Married
cp73328,32,Bachelor,Married
cp73329,40,Bachelor,Married
cp73330,32,Bachelor,Married
cp73331,48,Bachelor,Married
cp73332,36,Bachelor,Married
cp73333,65,Bachelor,Divorced
cp73334,70,High School or Below,Married
cp73335,62,Bachelor,Married
cp73336,60,Bachelor,Married
cp73337,38,Bachelor,Married
cp73338,43,College,Single
cp73339,58,Bachelor,Married
cp73340,59,Master,Single
cp73341,47,Bachelor,Married
cp73342,27,College,Single
cp73343,50,Doctor,Married
cp73344,70,Bachelor,Single
cp73345,54,Bachelor,Single
cp73346,55,Bachelor,Married
cp73347,65,Bachelor,Married
cp73348,60,Bachelor,Married
cp73349,46,Master,Married
cp73350,54,Bachelor,Married
cp73351,38,Bachelor,Married
cp73352,68,High School or Below,Married
cp73353,40,Bachelor,Married
cp73354,60,Master,Married
cp73355,68,Bachelor,Married
cp73356,57,Doctor,Single
cp73357,47,College,Single
cp73358,67,Bachelor,Single
cp73359,32,College,Married
cp73360,58,Bachelor,Married
cp73361,61,Bachelor,Single
cp73362,52,Bachelor,Married
cp73363,46,Bachelor,Single
cp73364,68,Bachelor,Married
cp73365,56,College,Single
cp73366,62,Bachelor,Single
cp73367,48,College,Single
cp73368,49,Bachelor,Single
cp73369,70,College,Single
cp73370,58,High School or Below,Married
cp73371,55,College,Divorced
cp73372,40,Bachelor,Married
cp73373,59,Master,Married
cp73374,48,College,Single
cp73375,31,Bachelor,Married
cp73376,33,Bachelor,Married
cp73377,70,College,Married
cp73378,54,High School or Below,Divorced
cp73379,62,College,Married
cp73380,45,College,Single
cp73381,65,Bachelor,Married
cp73382,57,College,Married
cp73383,39,College,Single
cp73384,47,College,Married
cp73385,63,Bachelor,Married
cp73386,46,Bachelor,Married
cp73387,52,Bachelor,Single
cp73388,36,Bachelor,Married
cp73389,59,College,Married
cp73390,60,Bachelor,Married
cp73391,51,Doctor,Divorced
cp73392,37,Bachelor,Married
cp73393,60,Doctor,Divorced
cp73394,45,College,Single
cp73395,67,College,Single
cp73396,61,Bachelor,Married
cp73397,66,High School or Below,Married
cp73398,31,Master,Married
cp73399,61,College,Married
cp73400,59,College,Single
cp73401,43,Bachelor,Married
cp73402,45,Bachelor,Single
cp73403,45,Bachelor,Single
cp73404,57,Bachelor,Married
cp73405,53,Bachelor,Divorced
cp73406,63,Bachelor,Married
cp73407,51,Bachelor,Married
cp73408,38,Bachelor,Single
cp73409,42,Bachelor,Married
cp73410,52,College,Single
cp73411,56,Bachelor,Married
cp73412,52,High School or Below,Single
cp73413,26,Bachelor,Single
cp73414,55,Bachelor,Married
cp73415,60,High School or Below,Married
cp73416,55,Bachelor,Married
cp73417,28,College,Single
cp73418,56,Bachelor,Married
cp73419,56,Bachelor,Married
cp73420,68,College,Single
cp73421,54,Bachelor,Married
cp73422,52,College,Single
cp73423,56,Bachelor,Single
cp73424,60,Doctor,Single
cp73425,33,Bachelor,Married
cp73426,53,College,Single
cp73427,70,Bachelor,Married
cp73428,53,Bachelor,Married
cp73429,69,High School or Below,Married
cp73430,60,Bachelor,Divorced
cp73431,40,Bachelor,Divorced
cp73432,39,Bachelor,Married
cp73433,56,College,Single
cp73434,62,College,Married
cp73435,49,Bachelor,Divorced
cp73436,39,High School or Below,Married
cp73437,46,Bachelor,Married
cp73438,65,Bachelor,Married
cp73439,58,Bachelor,Married
cp73440,62,College,Single
cp73441,40,Bachelor,Married
cp73442,39,College,Single
cp73443,64,Bachelor,Married
cp73444,57,Bachelor,Divorced
cp73445,70,Bachelor,Married
cp73446,28,Bachelor,Married
cp73447,61,Bachelor,Married
cp73448,65,Bachelor,Married
cp73449,55,Doctor,Single
cp73450,37,College,Single
cp73451,35,Bachelor,Married
cp73452,67,College,Single
cp73453,58,College,Single
cp73454,64,Bachelor,Married
cp73455,48,Bachelor,Single
cp73456,53,Bachelor,Single
cp73457,69,College,Single
cp73458,39,College,Divorced
cp73459,61,College,Divorced
cp73460,29,Bachelor,Single
cp73461,35,College,Married
cp73462,70,Bachelor,Married
cp73463,59,High School or Below,Single
cp73464,52,Bachelor,Married
cp73465,59,Doctor,Married
cp73466,58,High School or Below,Married
cp73467,52,High School or Below,Divorced
cp73468,29,Bachelor,Single
cp73469,56,College,Married
cp73470,59,College,Single
cp73471,58,High School or Below,Married
cp73472,59,Bachelor,Married
cp73473,53,Bachelor,Married
cp73474,33,Bachelor,Single
cp73475,58,Bachelor,Married
cp73476,51,Bachelor,Married
cp73477,59,Bachelor,Married
cp73478,41,Bachelor,Married
cp73479,49,Bachelor,Divorced
cp73480,61,Bachelor,Divorced
cp73481,28,Bachelor,Married
cp73482,59,Bachelor,Married
cp73483,59,Doctor,Married
cp73484,45,Bachelor,Single
cp73485,40,Bachelor,Married
cp73486,60,Bachelor,Divorced
cp73487,64,College,Single
cp73488,48,Bachelor,Married
cp73489,51,Bachelor,Married
cp73490,49,College,Married
cp73491,55,Bachelor,Married
cp73492,47,Bachelor,Married
cp73493,51,Bachelor,Married
cp73494,51,Master,Single
cp73495,54,College,Single
cp73496,58,College,Single
cp73497,54,Bachelor,Divorced
cp73498,50,Bachelor,Married
cp73499,31,Bachelor,Divorced
cp73500,42,College,Married
cp73501,62,Bachelor,Married
cp73502,34,College,Married
cp73503,63,High School or Below,Married
cp73504,45,Bachelor,Married
cp73505,50,Bachelor,Married
cp73506,50,College,Married
cp73507,45,High School or Below,Married
cp73508,31,Bachelor,Divorced
cp73509,49,Bachelor,Married
cp73510,52,College,Single
cp73511,41,Bachelor,Divorced
cp73512,55,College,Single
cp73513,64,Bachelor,Married
cp73514,65,Bachelor,Single
cp73515,42,College,Single
cp73516,61,Bachelor,Married
cp73517,56,Bachelor,Married
cp73518,48,Bachelor,Single
cp73519,30,Bachelor,Married
cp73520,67,Bachelor,Married
cp73521,33,Bachelor,Married
cp73522,46,College,Married
cp73523,61,College,Married
cp73524,37,High School or Below,Married
cp73525,50,Bachelor,Single
cp73526,39,Bachelor,Married
cp73527,54,College,Single
cp73528,62,College,Married
cp73529,57,College,Single
cp73530,57,Bachelor,Married
cp73531,61,College,Single
cp73532,28,College,Single
cp73533,42,Bachelor,Married
cp73534,33,Bachelor,Married
cp73535,40,College,Divorced
cp73536,70,Bachelor,Married
cp73537,63,Bachelor,Married
cp73538,54,Bachelor,Single
cp73539,62,Bachelor,Single
cp73540,39,Bachelor,Married
cp73541,59,Bachelor,Married
cp73542,36,College,Married
cp73543,63,Bachelor,Divorced
cp73544,36,Bachelor,Married
cp73545,36,College,Single
cp73546,44,Bachelor,Married
cp73547,57,Bachelor,Married
cp73548,56,College,Married
cp73549,53,College,Single
cp73550,70,Bachelor,Divorced
cp73551,50,Bachelor,Married
cp73552,48,Doctor,Married
cp73553,67,Bachelor,Married
cp73554,32,Bachelor,Married
cp73555,64,Bachelor,Divorced
cp73556,40,Bachelor,Married
cp73557,32,Bachelor,Married
cp73558,48,College,Married
cp73559,49,Bachelor,Married
cp73560,27,Bachelor,Married
cp73561,36,College,Divorced
cp73562,53,Bachelor,Married
cp73563,60,Bachelor,Divorced
cp73564,34,Bachelor,Divorced
cp73565,51,Bachelor,Married
cp73566,59,Bachelor,Married
cp73567,47,Bachelor,Married
cp73568,29,Bachelor,Married
cp73569,67,Bachelor,Married
cp73570,39,Doctor,Married
cp73571,67,College,Married
cp73572,67,Bachelor,Married
cp73573,65,Bachelor,Married
cp73574,39,Bachelor,Married
cp73575,53,Bachelor,Single
cp73576,67,Bachelor,Married
cp73577,39,Bachelor,Divorced
cp73578,40,Bachelor,Married
cp73579,58,College,Divorced
cp73580,34,Bachelor,Married
cp73581,51,Bachelor,Married
cp73582,58,College,Single
cp73583,40,Doctor,Divorced
cp73584,36,Bachelor,Married
cp73585,64,College,Single
cp73586,53,College,Divorced
cp73587,61,College,Divorced
cp73588,26,Bachelor,Married
cp73589,42,Bachelor,Married
cp73590,64,College,Single
cp73591,30,Bachelor,Married
cp73592,35,College,Single
cp73593,47,Bachelor,Married
cp73594,41,Bachelor,Married
cp73595,65,Doctor,Divorced
cp73596,51,Bachelor,Married
cp73597,59,Bachelor,Married
cp73598,69,Bachelor,Married
cp73599,59,Bachelor,Married
cp73600,28,Bachelor,Single
cp73601,55,Bachelor,Divorced
cp73602,56,Master,Married
cp73603,30,Bachelor,Married
cp73604,61,Bachelor,Married
cp73605,39,Bachelor,Single
cp73606,42,Bachelor,Married
cp73607,49,Bachelor,Married
cp73608,69,Bachelor,Married
cp73609,45,Bachelor,Married
cp73610,33,Bachelor,Married
cp73611,36,College,Single
cp73612,47,Master,Single
cp73613,68,College,Divorced
cp73614,55,Bachelor,Married
cp73615,53,Bachelor,Married
cp73616,49,Bachelor,Divorced
cp73617,33,Bachelor,Married
cp73618,33,College,Single
cp73619,29,Bachelor,Married
cp73620,56,College,Single
cp73621,51,Bachelor,Married
cp73622,35,College,Single
cp73623,40,Bachelor,Married
cp73624,54,College,Single
cp73625,38,Bachelor,Married
cp73626,28,Bachelor,Married
cp73627,55,College,Married
cp73628,54,College,Single
cp73629,63,College,Single
cp73630,70,College,Married
cp73631,69,College,Married
cp73632,55,High School or Below,Divorced
cp73633,65,College,Single
cp73634,37,Bachelor,Married
cp73635,65,Doctor,Married
cp73636,63,College,Married
cp73637,47,College,Single
cp73638,33,Bachelor,Married
cp73639,57,Bachelor,Divorced
cp73640,57,High School or Below,Divorced
cp73641,42,Bachelor,Married
cp73642,61,Bachelor,Married
cp73643,63,Bachelor,Married
cp73644,43,College,Single
cp73645,61,High School or Below,Married
cp73646,50,Bachelor,Married
cp73647,38,Bachelor,Married
cp73648,64,Bachelor,Single
cp73649,25,Bachelor,Married
cp73650,52,Bachelor,Married
cp73651,62,College,Single
cp73652,48,Bachelor,Single
cp73653,45,Bachelor,Married
cp73654,56,Bachelor,Single
cp73655,55,Bachelor,Married
cp73656,50,Bachelor,Married
cp73657,36,Bachelor,Married
cp73658,35,Bachelor,Married
cp73659,63,College,Married
cp73660,62,Bachelor,Single
cp73661,48,Bachelor,Married
cp73662,41,High School or Below,Married
cp73663,38,Doctor,Single
cp73664,58,Bachelor,Married
cp73665,60,Bachelor,Divorced
cp73666,32,College,Divorced
cp73667,38,Bachelor,Married
cp73668,52,Bachelor,Married
cp73669,35,Bachelor,Married
cp73670,63,Bachelor,Married
cp73671,53,Doctor,Married
cp73672,70,Bachelor,Single
cp73673,51,College,Single
cp73674,41,College,Single
cp73675,59,Bachelor,Single
cp73676,39,Bachelor,Married
cp73677,42,College,Married
cp73678,57,Bachelor,Married
cp73679,50,College,Single
cp73680,53,College,Single
cp73681,33,Doctor,Divorced
cp73682,32,Bachelor,Married
cp73683,64,Bachelor,Divorced
cp73684,47,College,Single
cp73685,57,Bachelor,Married
cp73686,46,College,Single
cp73687,39,Bachelor,Married
cp73688,40,College,Married
cp73689,68,Bachelor,Married
